,SettlementPoint,Mean,Min,Max,SD,Year,Month
337,LZ_AEN,19.640041666666637,3.74,48.6,6.210652441851585,2016,11
338,LZ_AEN,23.019444444444446,3.63,86.69,8.471820948161977,2017,11
339,LZ_AEN,30.468083333333325,8.65,106.64,11.762673463238764,2018,11
340,LZ_AEN,24.408013888888913,3.77,209.08,14.919535273175907,2019,11
341,LZ_AEN,25.870174731182786,3.21,136.8,11.452260949599369,2016,12
342,LZ_AEN,21.062930107526874,5.06,55.3,5.323136125738609,2017,12
343,LZ_AEN,30.094758064516125,6.57,117.25,10.177423696802727,2018,12
344,LZ_AEN,19.05170698924731,3.76,59.87,6.6079738458477095,2019,12
345,LZ_CPS,19.3538440860215,5.28,56.19,5.548379633953353,2016,01
346,LZ_CPS,23.772567204301065,1.99,102.73,8.263795366427962,2017,01
347,LZ_CPS,41.312876344086014,6.06,1708.38,91.99257259535396,2018,01
348,LZ_CPS,26.798333333333357,10.55,82.89,8.149951236618797,2019,01
349,LZ_CPS,15.520014367816108,2.16,52.06,5.806936573951365,2016,02
350,LZ_CPS,20.919479166666655,3.01,53.54,7.090201201766599,2017,02
351,LZ_CPS,22.517395833333318,4.64,74.85,7.7252541851127825,2018,02
352,LZ_CPS,24.11011904761902,6.02,86.42,9.27527395769405,2019,02
353,LZ_CPS,16.898183041722756,1.31,68.18,7.4787800119938135,2016,03
354,LZ_CPS,23.861547779273234,5.34,81.08,8.77160423540679,2017,03
355,LZ_CPS,25.289273216689107,8.33,236.9,12.25699946394771,2018,03
356,LZ_CPS,29.351695827725433,6.47,725.84,38.72171315807935,2019,03
357,LZ_CPS,19.069361111111103,1.14,114.4,11.093882920603836,2016,04
358,LZ_CPS,25.337902777777774,9.76,94.38,8.856499819832033,2017,04
359,LZ_CPS,26.535375000000013,9.16,60.9,8.455876699858672,2018,04
360,LZ_CPS,25.363597222222218,4.99,114.28,14.19762467073109,2019,04
361,LZ_CPS,18.479865591397857,2.77,72.34,8.10097509928891,2016,05
362,LZ_CPS,26.537029569892443,4.61,69.09,9.17443581869306,2017,05
363,LZ_CPS,36.05559139784947,9.53,531.71,37.3016459705569,2018,05
364,LZ_CPS,26.246075268817183,9.35,80.88,9.843087957448544,2019,05
365,LZ_CPS,24.958069444444472,5.22,109.62,11.206274234574298,2016,06
366,LZ_CPS,30.41599999999999,15.28,99.32,13.078528214227616,2017,06
367,LZ_CPS,30.727277777777783,16.27,114.42,14.186371060728069,2018,06
368,LZ_CPS,26.391291666666703,11.52,155.41,16.042464498165355,2019,06
369,LZ_CPS,27.967956989247316,9.4,97.14,12.727757359220302,2016,07
370,LZ_CPS,32.1152956989247,17.13,264.71,18.55076747930554,2017,07
371,LZ_CPS,79.12443548387105,10.09,2059.23,232.95766854170347,2018,07
372,LZ_CPS,30.667177419354825,11.52,276.56,27.07773047820001,2019,07
373,LZ_CPS,31.30657258064518,13.43,235.47,28.075727181019584,2016,08
374,LZ_CPS,28.13756720430108,16.64,90.66,11.296724158422814,2017,08
375,LZ_CPS,31.865685483871015,15.14,149.75,18.407107090852417,2018,08
376,LZ_CPS,127.69620967741939,10.84,3504.12,401.5136414355442,2019,08
377,LZ_CPS,28.130249999999958,11.0,204.18,15.534595093591461,2016,09
378,LZ_CPS,25.136652777777797,8.6,63.5,8.524027533209788,2017,09
379,LZ_CPS,27.512986111111136,15.22,89.04,10.398470471661467,2018,09
380,LZ_CPS,82.43634722222212,8.39,5011.57,379.8961059615471,2019,09
381,LZ_CPS,26.250295698924717,3.38,280.2,16.82894382852078,2016,10
382,LZ_CPS,25.275954301075267,4.53,107.6,11.067209878064242,2017,10
383,LZ_CPS,31.635967741935485,16.83,97.46,11.247464610562199,2018,10
384,LZ_CPS,33.553602150537664,9.08,846.37,53.66086954681066,2019,10
385,LZ_CPS,21.71466666666668,2.87,59.5,8.848424650970035,2016,11
386,LZ_CPS,23.572569444444426,4.01,90.5,8.736653333481904,2017,11
387,LZ_CPS,32.041208333333316,10.5,109.16,12.324589758862954,2018,11
388,LZ_CPS,25.57513888888891,4.88,213.22,15.15554112146572,2019,11
389,LZ_CPS,26.596424731182818,2.69,142.19,12.32636452086304,2016,12
390,LZ_CPS,22.04837365591397,5.38,102.48,6.837747294597056,2017,12
391,LZ_CPS,30.309220430107572,6.4,119.92,10.454818175329743,2018,12
392,LZ_CPS,19.997862903225816,3.86,104.42,7.934246324652644,2019,12
393,LZ_HOUSTON,19.563938172043017,5.19,54.94,5.6546752606172035,2016,01
394,LZ_HOUSTON,24.827365591397836,3.0,96.36,7.946976082218833,2017,01
395,LZ_HOUSTON,38.044986559139794,6.18,1638.04,86.06439847614334,2018,01
396,LZ_HOUSTON,25.55008064516131,8.85,75.06,7.8473129875161325,2019,01
397,LZ_HOUSTON,15.487988505747138,2.1,50.75,5.820989036078067,2016,02
398,LZ_HOUSTON,23.517217261904765,4.52,60.22,8.849387367235066,2017,02
399,LZ_HOUSTON,22.375848214285735,5.1,72.15,7.394902533647276,2018,02
400,LZ_HOUSTON,21.644255952380963,5.51,57.43,6.7294652518030995,2019,02
401,LZ_HOUSTON,17.206729475100946,1.35,73.24,7.8052462273335905,2016,03
402,LZ_HOUSTON,28.742005383580064,6.81,152.46,15.087172623753816,2017,03
403,LZ_HOUSTON,23.933458950201892,8.01,71.42,9.109086945117879,2018,03
404,LZ_HOUSTON,28.080323014804854,8.22,651.84,32.70861948439225,2019,03
405,LZ_HOUSTON,19.128930555555566,1.26,106.23,10.76590904675306,2016,04
406,LZ_HOUSTON,32.96706944444447,10.74,147.81,16.991265862206326,2017,04
407,LZ_HOUSTON,24.728347222222226,8.41,59.21,7.916439430638188,2018,04
408,LZ_HOUSTON,24.264583333333338,5.44,107.4,12.157658167632507,2019,04
409,LZ_HOUSTON,19.903991935483887,3.03,76.88,10.639855925260376,2016,05
410,LZ_HOUSTON,32.36264784946243,4.99,109.86,15.906692890509005,2017,05
411,LZ_HOUSTON,35.53303763440861,8.42,550.1,39.48106603358094,2018,05
412,LZ_HOUSTON,25.153615591397852,9.58,68.56,9.234248133566334,2019,05
413,LZ_HOUSTON,29.915083333333325,4.32,174.68,22.48010937821404,2016,06
414,LZ_HOUSTON,33.668916666666625,15.43,139.24,19.392458894323102,2017,06
415,LZ_HOUSTON,31.80234722222222,15.81,119.76,16.793934932973716,2018,06
416,LZ_HOUSTON,27.2267361111111,10.0,113.57,15.762967614787565,2019,06
417,LZ_HOUSTON,29.91186827956986,10.06,106.26,15.655496426994176,2016,07
418,LZ_HOUSTON,34.72583333333334,16.72,311.81,23.44306141506571,2017,07
419,LZ_HOUSTON,79.56653225806457,9.95,2060.38,233.5603868265196,2018,07
420,LZ_HOUSTON,30.013064516129045,11.35,274.79,26.872544946248777,2019,07
421,LZ_HOUSTON,33.56354838709678,13.49,285.0,34.75633864422278,2016,08
422,LZ_HOUSTON,30.031478494623677,16.61,101.75,14.431593938247431,2017,08
423,LZ_HOUSTON,32.159623655913954,13.48,151.05,18.890233331961973,2018,08
424,LZ_HOUSTON,126.69338709677426,10.33,3500.0,401.4687410183907,2019,08
425,LZ_HOUSTON,29.032680555555544,11.48,214.55,17.38997939866895,2016,09
426,LZ_HOUSTON,27.41002777777777,8.33,84.99,12.57163769240294,2017,09
427,LZ_HOUSTON,27.722416666666632,15.14,92.18,10.88696961345971,2018,09
428,LZ_HOUSTON,80.77929166666665,7.97,5011.62,380.59549300850233,2019,09
429,LZ_HOUSTON,28.545819892473133,3.98,287.59,19.49473507624443,2016,10
430,LZ_HOUSTON,31.339381720430104,4.41,274.2,26.117447047199036,2017,10
431,LZ_HOUSTON,31.781115591397857,12.74,101.62,11.51412697597704,2018,10
432,LZ_HOUSTON,30.642379032258074,9.62,872.98,55.33192773650522,2019,10
433,LZ_HOUSTON,20.437680555555556,3.06,54.65,7.5718808765774295,2016,11
434,LZ_HOUSTON,26.33962499999996,4.82,131.01,12.833731620771,2017,11
435,LZ_HOUSTON,31.730333333333313,10.05,105.13,12.015058303485723,2018,11
436,LZ_HOUSTON,24.18161111111111,3.8,199.8,14.472697576733292,2019,11
437,LZ_HOUSTON,25.736841397849467,2.91,143.23,11.349051286814545,2016,12
438,LZ_HOUSTON,21.979784946236585,6.29,68.39,5.791050547258558,2017,12
439,LZ_HOUSTON,30.462069892473117,6.88,116.52,9.911598247922353,2018,12
440,LZ_HOUSTON,18.919852150537647,3.8,59.5,6.877407263243724,2019,12
441,LZ_LCRA,19.31745967741934,5.47,55.4,5.497980113470419,2016,01
442,LZ_LCRA,23.43627688172043,1.9,97.26,7.606074128174614,2017,01
443,LZ_LCRA,38.99256720430111,5.87,1669.26,88.49319955468228,2018,01
444,LZ_LCRA,24.936303763440858,6.28,76.43,8.097452745325858,2019,01
445,LZ_LCRA,15.488548850574706,2.37,51.55,5.732980295709334,2016,02
446,LZ_LCRA,20.660818452380937,3.1,53.1,6.897614444293981,2017,02
447,LZ_LCRA,21.76224702380953,4.3,75.49,7.760105867864692,2018,02
448,LZ_LCRA,21.66697916666667,5.53,56.92,6.878219361958415,2019,02
449,LZ_LCRA,16.79629878869449,1.34,66.31,7.398862184113166,2016,03
450,LZ_LCRA,23.437133243607,5.15,69.81,8.22848179557564,2017,03
451,LZ_LCRA,22.051305518169595,4.24,70.23,8.310383904389663,2018,03
452,LZ_LCRA,27.649313593539745,6.58,692.67,35.19954864384437,2019,03
453,LZ_LCRA,18.39270833333334,1.15,92.5,9.682228462982483,2016,04
454,LZ_LCRA,24.477416666666684,8.91,88.04,8.468541080492486,2017,04
455,LZ_LCRA,22.644027777777783,5.1,51.83,7.626581791236533,2018,04
456,LZ_LCRA,23.31476388888888,4.46,107.21,12.36835730932367,2019,04
457,LZ_LCRA,18.18278225806455,2.78,73.75,8.005227459392776,2016,05
458,LZ_LCRA,25.637956989247325,4.45,67.39,8.654821736633204,2017,05
459,LZ_LCRA,34.73540322580648,7.35,537.05,39.21426529375476,2018,05
460,LZ_LCRA,24.50868279569892,9.06,66.1,8.514166573914984,2019,05
461,LZ_LCRA,24.16441666666668,4.64,109.44,11.121200540738213,2016,06
462,LZ_LCRA,28.639083333333343,14.97,91.27,12.485700181943333,2017,06
463,LZ_LCRA,30.365555555555577,16.02,114.7,14.438945238745086,2018,06
464,LZ_LCRA,24.51954166666666,11.18,101.6,13.153803352145431,2019,06
465,LZ_LCRA,27.592217741935475,9.31,99.41,12.674735854902686,2016,07
466,LZ_LCRA,31.905712365591352,16.84,265.38,18.705559433799934,2017,07
467,LZ_LCRA,79.06994623655915,10.06,2062.63,233.30198042101694,2018,07
468,LZ_LCRA,29.74791666666666,11.36,274.7,26.817746140123624,2019,07
469,LZ_LCRA,31.175577956989258,13.43,237.06,28.982726116162144,2016,08
470,LZ_LCRA,27.678010752688152,16.63,90.36,11.266243870522516,2017,08
471,LZ_LCRA,31.807970430107524,14.28,149.58,18.49956526481126,2018,08
472,LZ_LCRA,126.67076612903215,10.31,3503.28,401.7273081817837,2019,08
473,LZ_LCRA,27.03994444444444,11.0,199.29,15.735525242461984,2016,09
474,LZ_LCRA,24.813430555555563,8.63,61.55,8.36801241320809,2017,09
475,LZ_LCRA,27.18726388888886,15.12,89.58,10.323972461463864,2018,09
476,LZ_LCRA,82.46723611111106,8.0,5011.71,380.75904251218793,2019,09
477,LZ_LCRA,26.068440860215063,3.33,281.6,16.98477508373953,2016,10
478,LZ_LCRA,24.484260752688193,4.56,115.0,11.120629550803754,2017,10
479,LZ_LCRA,30.06987903225809,10.92,95.98,10.146733125557331,2018,10
480,LZ_LCRA,29.015806451612917,7.78,851.35,53.56442348624105,2019,10
481,LZ_LCRA,19.541680555555562,2.88,48.94,6.456588603352812,2016,11
482,LZ_LCRA,23.047124999999994,3.11,88.12,8.542414682479471,2017,11
483,LZ_LCRA,30.515805555555563,8.38,106.34,11.796913856628784,2018,11
484,LZ_LCRA,24.485222222222248,4.14,207.11,14.724647827239286,2019,11
485,LZ_LCRA,25.487876344086036,2.58,142.23,11.374799922493054,2016,12
486,LZ_LCRA,21.11766129032256,4.65,58.16,5.44868153395596,2017,12
487,LZ_LCRA,30.582661290322633,6.56,122.66,10.6288200815789,2018,12
488,LZ_LCRA,19.456881720430097,3.75,84.34,7.255990866381839,2019,12
489,LZ_NORTH,19.187997311827974,5.08,56.21,5.532815832010705,2016,01
490,LZ_NORTH,23.603024193548404,2.91,96.68,7.53631169322917,2017,01
491,LZ_NORTH,37.728521505376335,6.32,1664.01,87.76979241169172,2018,01
492,LZ_NORTH,24.36783602150537,5.13,75.38,8.353484521769563,2019,01
493,LZ_NORTH,15.46221264367817,2.28,51.39,5.72711950556094,2016,02
494,LZ_NORTH,19.550014880952375,4.39,51.83,6.023653240387762,2017,02
495,LZ_NORTH,21.84046130952379,5.84,74.29,7.579751376820834,2018,02
496,LZ_NORTH,20.85114583333333,4.36,56.78,7.1174606376172065,2019,02
497,LZ_NORTH,17.461507402422594,1.48,62.31,7.4469997134928025,2016,03
498,LZ_NORTH,21.839407806191105,5.34,64.71,7.067790149708491,2017,03
499,LZ_NORTH,22.640551816958272,7.89,70.07,8.388701044899266,2018,03
500,LZ_NORTH,28.594037685060574,9.11,681.29,34.43624052220511,2019,03
501,LZ_NORTH,19.08763888888888,1.57,90.61,9.793125443963815,2016,04
502,LZ_NORTH,21.975805555555546,7.13,62.41,6.617664494044783,2017,04
503,LZ_NORTH,24.36688888888891,8.91,58.24,7.779202510434247,2018,04
504,LZ_NORTH,23.718430555555557,6.62,103.76,11.928849097374757,2019,04
505,LZ_NORTH,18.182889784946234,4.18,76.8,7.862626786415128,2016,05
506,LZ_NORTH,24.557513440860216,5.22,72.98,8.001947903825615,2017,05
507,LZ_NORTH,37.451881720430116,9.54,557.83,40.89663061155096,2018,05
508,LZ_NORTH,24.011451612903222,10.12,67.8,8.738728285557324,2019,05
509,LZ_NORTH,23.562680555555552,3.64,104.06,11.062601504781098,2016,06
510,LZ_NORTH,26.893736111111114,15.46,80.74,10.269483673647457,2017,06
511,LZ_NORTH,31.301611111111136,15.26,122.97,16.44100746514218,2018,06
512,LZ_NORTH,25.20791666666667,8.21,101.28,13.618453889307254,2019,06
513,LZ_NORTH,27.415779569892457,9.05,101.55,12.33912295287215,2016,07
514,LZ_NORTH,31.186841397849467,16.47,254.01,17.44390062497039,2017,07
515,LZ_NORTH,79.84618279569887,9.8,2079.81,235.36841649562857,2018,07
516,LZ_NORTH,29.834946236559162,11.22,274.89,26.955125726994364,2019,07
517,LZ_NORTH,30.148575268817243,13.37,227.06,26.104303860992058,2016,08
518,LZ_NORTH,27.060362903225812,16.62,86.53,10.529417676731134,2017,08
519,LZ_NORTH,31.97158602150531,11.92,151.52,19.077278619523028,2018,08
520,LZ_NORTH,126.60091397849466,10.08,3501.54,401.6319106504489,2019,08
521,LZ_NORTH,26.605861111111107,10.73,201.47,14.901666131659871,2016,09
522,LZ_NORTH,23.968402777777758,8.29,56.01,8.10381654820752,2017,09
523,LZ_NORTH,27.885847222222214,13.94,91.58,12.013980791934744,2018,09
524,LZ_NORTH,80.7741527777778,7.81,5010.51,380.758969201848,2019,09
525,LZ_NORTH,24.532661290322583,2.85,273.64,16.034106142812707,2016,10
526,LZ_NORTH,21.938427419354845,1.89,85.01,8.636464281722938,2017,10
527,LZ_NORTH,31.64541666666666,9.59,95.95,11.41539314407051,2018,10
528,LZ_NORTH,28.732943548387126,6.21,863.71,54.42561097329506,2019,10
529,LZ_NORTH,18.830513888888877,2.0,50.24,6.25094070359959,2016,11
530,LZ_NORTH,22.263166666666674,3.21,70.4,7.878656117975505,2017,11
531,LZ_NORTH,31.97412499999999,9.21,124.07,12.30701172018928,2018,11
532,LZ_NORTH,24.153611111111104,3.67,218.41,15.74282819301406,2019,11
533,LZ_NORTH,25.28624999999999,3.43,140.29,11.070745441320295,2016,12
534,LZ_NORTH,21.4081317204301,6.28,58.74,5.243574354344973,2017,12
535,LZ_NORTH,31.131948924731233,6.87,121.19,10.753266871853738,2018,12
536,LZ_NORTH,19.006801075268804,4.07,59.99,7.142365271934624,2019,12
537,LZ_RAYBN,19.447943548387116,5.08,57.38,5.87173439536646,2016,01
538,LZ_RAYBN,23.39010752688172,2.43,96.42,7.174455207570437,2017,01
539,LZ_RAYBN,39.37014784946231,7.82,1709.15,90.37409156066532,2018,01
540,LZ_RAYBN,24.411491935483873,6.49,74.86,8.060814095455624,2019,01
541,LZ_RAYBN,15.400431034482773,2.32,53.35,5.7534661271109,2016,02
542,LZ_RAYBN,20.36915178571431,5.62,51.8,5.358349282109905,2017,02
543,LZ_RAYBN,22.403169642857126,7.42,94.77,7.724018064781316,2018,02
544,LZ_RAYBN,21.066279761904763,4.7,57.29,6.844085385799512,2019,02
545,LZ_RAYBN,17.11724091520861,1.86,61.55,7.3272912153871115,2016,03
546,LZ_RAYBN,21.90716016150739,6.77,64.19,6.549950608642898,2017,03
547,LZ_RAYBN,23.805706594885592,11.42,69.95,7.764584538226346,2018,03
548,LZ_RAYBN,29.809798115747,12.38,682.64,34.219993845706014,2019,03
549,LZ_RAYBN,18.855361111111097,1.45,90.56,9.706044207969226,2016,04
550,LZ_RAYBN,22.21343055555554,8.2,61.88,5.862581020851395,2017,04
551,LZ_RAYBN,27.19887500000002,12.36,62.64,7.927631488254263,2018,04
552,LZ_RAYBN,24.998305555555564,7.34,113.75,11.764075316688286,2019,04
553,LZ_RAYBN,18.320994623655913,4.31,75.95,7.887065178197738,2016,05
554,LZ_RAYBN,24.001330645161307,6.21,62.63,6.8500959884287855,2017,05
555,LZ_RAYBN,40.951250000000016,11.51,572.62,43.40898605325403,2018,05
556,LZ_RAYBN,24.788158602150553,11.72,67.79,8.999232252081159,2019,05
557,LZ_RAYBN,23.315944444444447,3.65,100.54,10.57341688323208,2016,06
558,LZ_RAYBN,26.125041666666643,15.69,74.59,9.205680549494767,2017,06
559,LZ_RAYBN,31.945583333333342,15.64,125.33,17.458837477249833,2018,06
560,LZ_RAYBN,25.458513888888895,8.78,101.41,13.654010843479448,2019,06
561,LZ_RAYBN,27.471075268817224,9.03,101.88,12.383051616960069,2016,07
562,LZ_RAYBN,30.760497311827933,16.47,248.41,16.831198028483207,2017,07
563,LZ_RAYBN,84.90190860215051,9.8,2234.47,250.62476031998634,2018,07
564,LZ_RAYBN,30.02971774193554,11.21,279.33,27.165856941493953,2019,07
565,LZ_RAYBN,30.149758064516142,13.37,226.86,26.11001588311447,2016,08
566,LZ_RAYBN,26.824825268817232,16.6,85.93,10.254676219025427,2017,08
567,LZ_RAYBN,32.51872311827957,12.2,158.9,20.634102764280627,2018,08
568,LZ_RAYBN,126.89788978494644,10.38,3503.7,401.9292603884113,2019,08
569,LZ_RAYBN,26.470263888888894,10.72,200.59,14.818330548217853,2016,09
570,LZ_RAYBN,23.535680555555558,8.29,54.32,7.549488581314552,2017,09
571,LZ_RAYBN,27.680888888888877,13.93,90.56,11.82380675429367,2018,09
572,LZ_RAYBN,80.69863888888884,7.81,5012.22,380.908202139825,2019,09
573,LZ_RAYBN,24.452513440860198,3.14,274.16,15.968735318472172,2016,10
574,LZ_RAYBN,21.379932795698938,2.04,75.15,7.829634966596327,2017,10
575,LZ_RAYBN,30.624959677419376,13.12,94.29,10.702267190328264,2018,10
576,LZ_RAYBN,28.554381720430126,7.43,850.07,52.132790025555984,2019,10
577,LZ_RAYBN,18.87531944444443,2.9,47.33,6.182334306537092,2016,11
578,LZ_RAYBN,21.82918055555556,3.86,70.1,7.445188047172323,2017,11
579,LZ_RAYBN,33.45244444444446,12.67,124.27,11.735302215008232,2018,11
580,LZ_RAYBN,24.517569444444426,4.57,222.55,15.818155791296588,2019,11
581,LZ_RAYBN,25.31955645161287,4.44,138.15,10.848662138407189,2016,12
582,LZ_RAYBN,21.31260752688172,7.81,59.25,4.855131894035039,2017,12
583,LZ_RAYBN,31.55353494623656,7.83,116.72,10.034378429938934,2018,12
584,LZ_RAYBN,19.08506720430106,4.69,60.53,7.101435355892237,2019,12
585,LZ_SOUTH,19.48172043010753,5.06,58.16,5.710720644519709,2016,01
586,LZ_SOUTH,25.15548387096773,1.85,142.48,10.779406305725363,2017,01
587,LZ_SOUTH,46.13256720430113,6.56,1709.82,93.31581643122976,2018,01
588,LZ_SOUTH,27.057903225806513,7.6,123.19,9.20796138122653,2019,01
589,LZ_SOUTH,15.935862068965523,1.59,52.27,6.329056652036589,2016,02
590,LZ_SOUTH,21.793690476190488,3.22,54.63,7.831157785521075,2017,02
591,LZ_SOUTH,25.197038690476194,4.14,79.89,9.158766911369773,2018,02
592,LZ_SOUTH,23.72895833333334,6.44,61.77,7.5112400295933845,2019,02
593,LZ_SOUTH,19.521144010767156,0.56,100.0,12.325023585024738,2016,03
594,LZ_SOUTH,26.528209959623116,4.69,94.55,10.897196845177303,2017,03
595,LZ_SOUTH,26.759973082099577,8.31,76.2,10.317034261654255,2018,03
596,LZ_SOUTH,30.529488559892318,7.37,721.89,37.10900275838603,2019,03
597,LZ_SOUTH,20.73800000000002,1.04,120.0,13.178488937715963,2016,04
598,LZ_SOUTH,28.549888888888887,10.5,119.88,12.735671759879727,2017,04
599,LZ_SOUTH,28.186972222222227,8.32,63.43,9.605147553595852,2018,04
600,LZ_SOUTH,27.14783333333334,4.0,134.58,14.693139289126739,2019,04
601,LZ_SOUTH,20.69174731182796,2.76,100.0,12.251857833053952,2016,05
602,LZ_SOUTH,29.979731182795668,5.34,94.72,12.98626101551835,2017,05
603,LZ_SOUTH,41.27442204301073,11.8,556.94,41.38933791209337,2018,05
604,LZ_SOUTH,27.210994623655925,10.73,87.14,10.367489242585485,2019,05
605,LZ_SOUTH,27.47165277777775,4.94,141.69,15.831815212576421,2016,06
606,LZ_SOUTH,36.783444444444456,15.65,150.0,22.435838620397643,2017,06
607,LZ_SOUTH,32.258680555555515,16.3,124.6,15.824630844733248,2018,06
608,LZ_SOUTH,27.259597222222187,11.71,123.14,14.759030011321771,2019,06
609,LZ_SOUTH,28.88958333333334,9.49,106.32,13.878802914915044,2016,07
610,LZ_SOUTH,34.19329301075271,17.34,276.3,20.84019773171074,2017,07
611,LZ_SOUTH,80.44756720430111,10.11,2068.16,234.40094203188013,2018,07
612,LZ_SOUTH,31.13216397849467,11.68,279.97,27.666057981228892,2019,07
613,LZ_SOUTH,31.82330645161287,13.43,240.28,29.39920761574283,2016,08
614,LZ_SOUTH,33.45784946236564,16.66,139.11,19.499532456662962,2017,08
615,LZ_SOUTH,33.690631720430126,15.79,151.59,21.418672580998578,2018,08
616,LZ_SOUTH,127.1090188172042,11.0,3499.67,400.7683351369345,2019,08
617,LZ_SOUTH,28.76201388888887,11.16,206.79,16.323961737728606,2016,09
618,LZ_SOUTH,28.33034722222221,8.84,84.54,10.499658158101528,2017,09
619,LZ_SOUTH,28.383763888888897,16.0,91.31,11.343294717518617,2018,09
620,LZ_SOUTH,81.00911111111105,8.37,4996.6,378.74939830966343,2019,09
621,LZ_SOUTH,30.03103494623656,3.68,290.71,24.11439290602675,2016,10
622,LZ_SOUTH,28.464018817204334,4.52,129.79,13.227929173038147,2017,10
623,LZ_SOUTH,32.12697580645161,16.13,100.1,12.027293976526847,2018,10
624,LZ_SOUTH,32.94211021505377,6.93,846.41,53.6600556841448,2019,10
625,LZ_SOUTH,20.633388888888888,2.81,59.68,7.707285909666226,2016,11
626,LZ_SOUTH,27.86572222222222,8.04,109.23,11.206479376065497,2017,11
627,LZ_SOUTH,33.54448611111104,10.49,120.91,13.68176977638468,2018,11
628,LZ_SOUTH,25.80370833333333,5.53,195.9,14.772221026154101,2019,11
629,LZ_SOUTH,26.32684139784947,2.59,148.13,12.181573627385522,2016,12
630,LZ_SOUTH,25.40422043010751,7.07,99.02,7.9141182045369325,2017,12
631,LZ_SOUTH,32.11272849462366,7.62,125.61,11.133697976599072,2018,12
632,LZ_SOUTH,19.786881720430113,3.46,77.45,7.023225109320725,2019,12
633,LZ_WEST,19.51926075268816,4.47,56.26,5.972367020222795,2016,01
634,LZ_WEST,23.231370967741938,0.47,97.97,9.296835291406914,2017,01
635,LZ_WEST,37.29330645161292,0.65,1670.78,88.79467993492516,2018,01
636,LZ_WEST,27.461532258064498,0.44,99.02,13.478233579426092,2019,01
637,LZ_WEST,15.044482758620699,-0.86,51.61,6.0973123237868565,2016,02
638,LZ_WEST,18.47705357142856,-3.67,72.56,9.104210009101468,2017,02
639,LZ_WEST,22.12410714285712,2.33,74.96,8.271932366348944,2018,02
640,LZ_WEST,22.798958333333317,2.99,67.26,9.305285701329012,2019,02
641,LZ_WEST,16.00265141318978,0.46,60.97,7.4474746960747655,2016,03
642,LZ_WEST,20.251197846567983,0.09,65.3,8.465475122425502,2017,03
643,LZ_WEST,22.30162853297446,0.4,79.53,10.906822163961131,2018,03
644,LZ_WEST,31.282960969044446,2.25,698.52,37.27890331984407,2019,03
645,LZ_WEST,17.153666666666663,0.33,91.7,9.37929180538246,2016,04
646,LZ_WEST,20.388569444444446,0.1,69.22,8.18040263320492,2017,04
647,LZ_WEST,21.128125000000004,-3.54,60.13,12.432860367773303,2018,04
648,LZ_WEST,21.699236111111095,0.69,112.83,14.623148227684057,2019,04
649,LZ_WEST,17.737526881720434,1.43,73.98,8.08538079313126,2016,05
650,LZ_WEST,22.86779569892472,1.38,57.71,7.553185185074928,2017,05
651,LZ_WEST,49.600120967741965,1.15,560.42,42.80809718391552,2018,05
652,LZ_WEST,28.8519892473118,7.36,78.96,9.737399440021326,2019,05
653,LZ_WEST,23.48876388888888,3.76,107.61,10.783790816173294,2016,06
654,LZ_WEST,27.51231944444447,11.19,79.92,10.623585853794621,2017,06
655,LZ_WEST,57.96752777777783,22.77,137.0,20.756347046082546,2018,06
656,LZ_WEST,32.02677777777779,12.25,111.92,14.086746131905787,2019,06
657,LZ_WEST,27.178790322580664,9.05,115.9,12.888030029845096,2016,07
658,LZ_WEST,31.130174731182798,16.63,240.72,16.88486366041493,2017,07
659,LZ_WEST,101.47096774193538,13.15,2151.82,238.70516348224746,2018,07
660,LZ_WEST,32.07568548387098,11.03,281.09,27.34031853443688,2019,07
661,LZ_WEST,30.01056451612905,13.37,226.91,25.763811703429568,2016,08
662,LZ_WEST,27.213911290322564,16.64,86.65,10.571351807051885,2017,08
663,LZ_WEST,33.28985215053763,11.08,153.14,19.295431194581806,2018,08
664,LZ_WEST,128.87646505376352,9.12,3505.6,402.11414618227064,2019,08
665,LZ_WEST,26.767666666666685,10.69,204.46,15.181201137700214,2016,09
666,LZ_WEST,27.011777777777755,8.08,83.61,10.99981324436512,2017,09
667,LZ_WEST,27.10109722222224,13.2,87.2,10.436557699967405,2018,09
668,LZ_WEST,83.471138888889,6.59,5015.25,380.45391860989866,2019,09
669,LZ_WEST,25.182258064516123,1.5,285.76,17.13851962455334,2016,10
670,LZ_WEST,22.173319892473113,1.83,72.46,8.353856799011606,2017,10
671,LZ_WEST,30.004556451612874,3.1,97.94,10.901438163956602,2018,10
672,LZ_WEST,49.38336021505375,0.79,873.07,62.396856020024465,2019,10
673,LZ_WEST,19.343138888888898,0.97,60.38,7.035390776231643,2016,11
674,LZ_WEST,22.152916666666673,0.27,75.19,8.749763793752004,2017,11
675,LZ_WEST,31.22402777777777,1.91,147.71,15.925374200333449,2018,11
676,LZ_WEST,49.34084722222219,3.6,286.91,31.876125870829345,2019,11
677,LZ_WEST,25.165819892473102,0.37,139.73,11.654195202333177,2016,12
678,LZ_WEST,21.87225806451613,-1.49,64.7,7.489398016305277,2017,12
679,LZ_WEST,34.98084677419353,3.05,131.59,15.254886045873532,2018,12
680,LZ_WEST,39.502594086021524,7.32,195.71,27.975861973386763,2019,12
